Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
0,Strix aluco,Strix aluco,1551,1562,7.82,2,NO_ANNOT,,,Exact,0,"Strix aluco Linnaeus, 1758",Strix aluco,532G9,1,Catalogue of Life,
1,Strix aluco javanica.,Strix aluco javanica,1632,1653,13.34,3,NO_ANNOT,,,PartialExact,0,"Strix javanica J. F. Gmelin, 1788",Strix javanica,532HP,1,Catalogue of Life,
2,Strix aluco delicatula.,Strix aluco delicatula,1702,1725,12.68,3,NO_ANNOT,,,PartialExact,0,Strix delicatula Gould 1837,Strix delicatula,1264705,168,ION,
3,Strix pratincola,Strix pratincola,1778,1794,11.41,2,NO_ANNOT,,,Exact,0,"Strix pratincola Bonaparte, 1838",Strix pratincola,532JT,1,Catalogue of Life,
4,Strix pratincola perlata.,Strix pratincola perlata,1865,1890,17.04,3,NO_ANNOT,,,PartialExact,0,"Strix perlata Vieillot, 1817",Strix perlata,532JN,1,Catalogue of Life,
5,Strix pratincola furcata.,Strix pratincola furcata,2064,2089,17.04,3,NO_ANNOT,,,PartialExact,0,"Strix furcata Temminck, 1827",Strix furcata,532H8,1,Catalogue of Life,
6,Strix novae-hollandiae,Strix novae-hollandiae,2131,2153,11.96,2,NO_ANNOT,,,Exact,0,Strix novae-hollandiae,Strix novae-hollandiae,276142,183,Sherborn Index Animalium,
7,Strix castanops,Strix castanops,2232,2247,9.38,2,NO_ANNOT,,,Exact,0,"Strix castanops Gould, 1837",Strix castanops,532GN,1,Catalogue of Life,
8,Strix tenebricosa,Strix tenebricosa,2311,2328,12.17,2,NO_ANNOT,,,Exact,0,Strix tenebricosa,Strix tenebricosa,4136619,168,ION,
9,Strix,Strix,2424,2429,4.27,1,NO_ANNOT,,,Exact,0,"Strix Linnaeus, 1758",Strix,7PCR,1,Catalogue of Life,
